"uri","target_context","is_slang","synthetic"
"https://blog.continentalcurrency.ca/armenian-dram/","new release features coins minted from a variety of metals giving each coin a unique colour like the original release all","0","0"
"https://goldtrout.com/collections/holiday/products/market-bag","are washable like a fabric but made from paper therefore giving them their unique and interesting characteristics simple but versatile our","0","0"
"https://www.esmo.org/oncology-news/archive/true-burden-of-head-and-neck-cancer-in-france-underestimated-by-more-than-one-third","france said this study is a major piece of data giving the nationwide spectrum of analysis in a country were the","0","0"
"http://cuitus.com/feet/feet-pornstars.html","lesbian feet foot picture hot toe foot foot trampling fetish giving a foot job leg high heel foot fetish picture gallery","0","0"
"https://narkoexplained.ru/subway-surfers/","the much-needed reliability that we require we pride ourselves on giving our customers prompt professional and courteous advice with exceptional customer","0","0"
"http://www.jeffriddle.net/2019/08/","heard someone use the word stupid oh the glories of giving your children shelter in homeschooling is however the word so","0","0"
"https://woodgrainwonderland.com/2017/02/23/atari-2600-game-reviews-frostbite-through-gangster-alley/","not going to compare it to completed commercial games by giving it a letter grade g i joe cobra strike aka","0","0"
"http://finnizrj715926.mybjjblog.com/a-secret-weapon-for-compare-estate-agents-2164279","service in my view the what's even better online agents giving prompt and steady answers to queries and really skilled adverts","0","0"
"http://capeyorkpartnership.org.au/news/time-to-bring-us-into-the-nation-through-constitutional-recognition/","simply by writing them into the constitution such alterations risk giving the judiciary too much power in their strong aversion to","0","0"
"https://abc11.com/family/boy-11-returns-christmas-presents-to-help-pay-for-friends-funeral/1128126/","christmas is not all about receiving christmas is also about giving inspired by joseph taylor returned some of her gifts as","0","0"
"http://www.secureitconsult.com/and-more/","workloads and third-party applications as well as new application development giving it a common platform to seamlessly extend their data center","0","0"
"http://misslisibell.se/2013/03/12/njut/?replytocom=2058182","you undoubtedly did more than readers expectations many thanks for giving these necessary trustworthy informative and cool thoughts on your topic","0","0"
"https://www.aic.edu/give/athletics-giving-week/","and grow champions on and off the field the athletics giving week may be over but you still have an opportunity","0","0"
"https://www.vigattintourism.com/user/Cecil","usually seen during fiestas and holidays where many filipinos are giving their best to entertain their visitors well it is amazing","0","0"
"https://www.wndnewscenter.org/california-is-trying-to-cancel-its-own-founder/","citizens rights when they voted to rename the school without giving the public sufficient notice of their intent to do so","0","0"
"https://www.firstbusinessflights.com/klm-royal-dutch-airlines-business-class-cabins/","which is filled with genuine dutch gin klm has been giving these keepsake houses to world business class passengers since the","0","0"
"https://fatbuckskin.com/2018/07/16/fat-buckskin-intermission-signing-off-for-a-week/","service and collapse in bed by then so i am giving myself an intermission see you next week all i get","0","0"
"http://www.envirolink.org/forum/viewtopic.php?f=8&t=2331&view=previous","things at etc not just feeding the wrong kibble or giving it tap water instead of bottled do i look the","0","0"
"https://www12.wsws.org/en/articles/2002/08/walk-a03.html","numbers falling ill koebel tried to cover his negligence by giving assurances as to the safety of the water despite those","0","0"
"http://www.agweb.com/blog/current_marketing_thoughts_140/today_in_the_grains_and_a_look_ahead_to_friday/","the trade is looking to have answered i will be giving more highlights through out the week - corn acreage estimate","0","0"
"http://www.2016lamborghini.us/rent-lamborghini-amazing-wedding-ceremony/","car rentals always offer to ease the renters usually by giving the choice of rental the car for the whole day","0","0"
"http://wodan.obsidianportal.com/wikis/merits","combat you have experience with combat in variety of forms giving you that edge and instinct necessary to truly make use","0","0"
"https://publicsensibility.com/how-you-can-deal-with-back-acne/","eyelash curlers can work wonders at elongating your lashes and giving your eyes a extra open look start by squeezing the","0","0"
